Price,Close,High,Low,Open,Volume
Ticker,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS
Date,,,,,
1996-02-26,39.7519416809082,40.07476721372838,39.68515311996274,40.04137293325565,72500
1996-02-27,39.743595123291016,39.96345213813645,39.40685812087257,39.75194369383195,123000
1996-02-28,39.793701171875,40.007986866948634,39.57384409968717,39.743605489088274,54000
1996-02-29,39.47642135620117,39.629481271053464,39.29552580318838,39.79367968764412,67500
1996-03-01,39.51261520385742,39.51818233404454,38.6916397300158,39.47643947383142,80000
1996-03-04,39.33449172973633,39.518168744463104,38.93374342359597,39.512601616190416,91000
1996-03-05,39.33449172973633,39.33449172973633,39.33449172973633,39.33449172973633,0
1996-03-06,39.13969802856445,39.79647925465415,39.045078048092265,39.33450511967663,51000
1996-03-07,38.06824493408203,39.12856007592673,37.84839217153472,39.13969008752807,129000
1996-03-08,37.319644927978516,37.84840774941633,36.73521928619821,38.06826060245204,130500
1996-03-11,37.42259216308594,37.57008921063937,36.52647562145494,37.31962364782493,121000
1996-03-12,38.03486251831055,38.40499815503407,37.208319826994945,37.422609773829954,205500
1996-03-13,38.49124526977539,38.51629097273451,37.430934713100335,38.03483850335565,70500
1996-03-14,38.94489288330078,39.06455858579294,38.43839017462604,38.4912672976719,116000
1996-03-15,38.97550964355469,39.43469815924838,38.755652556870345,38.94489679274333,293000
1996-03-18,39.74081802368164,39.85213514070584,38.90592690657268,38.97550116633176,159500
1996-03-19,39.643402099609375,39.79646628075337,39.40685222554567,39.74080773664866,417500
1996-03-20,39.643402099609375,39.643402099609375,39.643402099609375,39.643402099609375,0
1996-03-21,39.52653503417969,39.629503597776676,39.42078078196014,39.64341930145976,117500
1996-03-22,39.306671142578125,39.573833893618,39.24265977294379,39.5265239115896,23500
1996-03-25,39.49312210083008,39.71576051523908,39.128553767391686,39.30666364962398,125500
1996-03-26,39.72968292236328,39.796475739048184,39.295540230100684,39.493132992079545,176500
1996-03-27,39.331722259521484,39.79647781958568,38.964368118263,39.72968499940888,89000
1996-03-28,39.3539924621582,39.40686958862204,39.2454567670659,39.3317281854115,16500
1996-03-29,39.30109405517578,39.351185465875226,39.23986838889361,39.353971153008054,39500
1996-04-01,39.2537956237793,39.29553847829913,39.07290001241709,39.30110560772695,38500
1996-04-02,39.749149322509766,40.0190976727895,39.23986545280079,39.25378114800083,133500
1996-04-03,40.255672454833984,40.297419566308015,39.5181868633688,39.74917395813329,187500
1996-04-04,39.932838439941406,40.01910983132894,39.74081282867224,40.25565973570198,58000
1996-04-05,39.932838439941406,39.932838439941406,39.932838439941406,39.932838439941406,0
1996-04-08,40.174949645996094,40.3530595320025,39.79646560742315,39.93283264767596,234000
1996-04-09,39.87162780761719,40.35308061490564,39.79648639952764,40.174970635843756,55500
1996-04-10,40.428192138671875,40.46436784832627,39.518160080206584,39.871598334725306,150000
1996-04-11,39.68235778808594,40.26399734616149,39.406846548194416,40.42819576035516,166500
1996-04-12,39.48756790161133,39.629497867111084,39.46252218648948,39.682374985574505,41500
1996-04-15,40.30575942993164,40.631366445983325,39.462519767380314,39.48756548096682,97000
1996-04-16,42.57944107055664,42.8577380710178,40.63136206732856,40.305755086366034,246500
1996-04-17,43.589656829833984,44.638833374782386,42.4124575606491,42.57943744529904,296000
1996-04-18,43.31692123413086,44.36053486084273,42.53769312336578,43.589655319373364,168000
1996-04-19,43.016380310058594,43.41434308334732,42.63511043512019,43.316937409890315,140500
1996-04-22,42.24826431274414,43.136032368012124,40.748243744128395,43.01636670362175,220500
1996-04-23,42.23712921142578,42.579433270271984,41.02653578260278,42.248259220956186,388500
1996-04-24,43.14994812011719,43.41432940501943,42.5738713262426,42.23713435439632,208000
1996-04-25,44.57204055786133,44.80580897684754,43.41432422601376,43.97091812634727,929500
1996-04-26,44.19076919555664,44.52472892044442,43.24734273963957,43.41710404275028,324500
1996-04-29,43.57016372680664,43.96534483103193,42.996872769318216,44.19076464961001,137500
1996-04-30,43.79560089111328,44.026587928411566,43.41433533073477,43.57018098325517,325000
1996-05-01,44.533084869384766,45.362408698291446,44.33271069983382,44.52751774065418,311000
1996-05-02,44.0237922668457,44.4161919593559,43.91525663343588,44.53307616099154,129000
1996-05-03,43.60356903076172,44.21860722843359,43.46998766863127,44.0238001906444,108000
1996-05-06,43.169429779052734,43.400416801294014,42.982971296479114,43.60357242462419,247500
1996-05-07,43.11376190185547,43.23064610834362,42.4124524164522,43.16942044116302,122000
1996-05-08,44.5191764831543,44.91713920001951,42.46534303114861,43.11377562433016,939000
1996-05-09,43.169429779052734,44.149036419364776,43.08594407526997,44.51917194321102,236000
1996-05-10,42.94122314453125,43.13603017343893,42.35679781133347,43.16942445083032,303500
1996-05-13,43.02471160888672,43.09428584871579,42.857731734707116,42.94122167179692,84500
1996-05-14,43.45608139038086,43.58131845640584,42.87166015032631,43.02472437265341,144500
1996-05-15,43.325279235839844,43.414336323015874,42.77425230998397,43.456079178582364,174500
1996-05-16,43.30022430419922,43.74828259328566,43.169424389303046,43.32527001220707,116500
1996-05-17,42.98296356201172,43.191686276861056,42.88556217630006,43.30022191872373,47500
1996-05-20,42.35402297973633,42.582224321646294,42.078507408838824,42.98297269877887,83500
1996-05-21,42.635101318359375,43.019152553154235,42.13416584829551,42.354022865436924,194500
1996-05-22,42.598907470703125,42.79649588680479,42.4430576435089,42.63508317920882,110000
1996-05-23,43.044189453125,43.30300782903801,42.392975598594774,42.59891687370434,217000
1996-05-24,43.308570861816406,43.581304935704466,42.78537547300929,43.04418960335104,248500
1996-05-27,42.63788986206055,44.36054491182441,42.468128503792784,43.30858247746864,487000
1996-05-28,42.546043395996094,42.85773465278072,42.08128795187085,42.63788190840047,230500
1996-05-29,43.22230911254883,43.63697319739396,42.871656399197065,42.54604939826854,72500
1996-05-30,43.13326644897461,43.41434497424298,42.85775080790653,43.22231930742066,80000
1996-05-31,43.812294006347656,43.83177683435989,42.87165304823561,43.133252903698924,162500
1996-06-03,43.97093200683594,44.52752608287184,43.083163776122554,43.812300656857325,169500
1996-06-04,44.72233200073242,45.251098907143366,44.14069222550851,43.9709308668597,529000
1996-06-05,45.573917388916016,45.7492458662427,44.02937236161576,44.24922513376832,1180000
1996-06-06,45.93570327758789,46.25018025424405,45.52939202555679,45.919006136610626,514000
1996-06-07,46.41994857788086,46.55909710224712,45.59897313341509,45.752033113037214,485500
1996-06-10,47.29936981201172,47.366158388138835,46.308628719206425,46.308628719206425,367500
1996-06-11,47.499732971191406,47.644448609495264,45.08411689441611,47.421810145906754,621000
1996-06-12,47.62217712402344,48.423673772930094,47.533124299964285,47.64444139165694,264500
1996-06-13,47.168548583984375,47.78358242633826,46.86520170045875,47.78358242633826,241000
1996-06-14,48.46819305419922,48.70196145000548,46.83737291807151,46.83737291807151,532000
1996-06-17,48.67692947387695,48.813292286650295,48.26226541357228,48.26226541357228,456500
1996-06-18,50.21036148071289,53.15474526186347,48.42369463646201,48.42369463646201,512500
1996-06-19,51.201080322265625,52.091629863426576,50.44133070942092,50.817033353984606,1340500
1996-06-20,50.37454605102539,51.31797285368376,48.7019823570931,50.650061651376824,668000
1996-06-21,49.96543884277344,50.42184572853661,49.03592793157497,49.03592793157497,276500
1996-06-24,48.67692947387695,49.95153024829093,48.36801963284567,49.81516318904236,336500
1996-06-25,45.721412658691406,49.03593097663568,45.09803009102079,49.03593097663568,507500
1996-06-26,46.21122741699219,47.03220289033898,45.36242053920269,45.77986612698676,423000
1996-06-27,46.50341796875,46.61473504040612,45.918992726370206,46.191722524459536,243000
1996-06-28,46.07204818725586,47.087830075399005,45.97464258308946,46.8902416735391,193500
1996-07-01,45.685218811035156,46.197284073174515,45.30673486804659,45.30673486804659,264500
1996-07-02,45.43755340576172,46.060935982104105,45.09524503056445,45.66854043055834,482000
1996-07-03,45.91065216064453,46.030317821209124,44.252000326427755,44.81137996215711,366500
1996-07-04,47.97562026977539,48.701975618864324,45.587831469856326,45.6267928804924,651500
1996-07-05,48.40140151977539,48.75762125019069,47.36613660123277,47.36613660123277,425000
1996-07-08,49.684383392333984,49.87084194902278,48.15374926626953,48.56284636331764,564500
1996-07-09,49.20569610595703,49.536870243764355,45.86335037835335,49.369890330869296,697000
1996-07-10,48.0201530456543,48.420901445535236,47.505301845103645,47.9784059435559,237500
1996-07-11,48.05075454711914,48.42367145758108,47.978394619151395,48.28452297638113,131000
1996-07-12,47.752986907958984,48.423683777129725,47.72794119412499,48.034069629237365,110000
1996-07-15,47.88935470581055,47.97840754961196,47.47747627946797,47.588793395838685,132000
1996-07-16,46.87355422973633,48.14537335612202,44.80580988633321,48.14537335612202,183500
1996-07-17,48.162078857421875,48.33184019980766,47.0349751413507,47.0349751413507,187500
1996-07-18,48.61850357055664,49.481226297776686,48.351340726814584,48.351340726814584,144500
1996-07-19,48.629615783691406,48.701971469715446,48.31235739654769,48.342970234187646,118500
1996-07-22,48.90513229370117,50.093461713358955,48.03406554151101,48.03406554151101,133000
1996-07-23,48.370819091796875,49.25302040417932,48.08974054476219,48.81331046914586,209000
1996-07-24,47.675045013427734,48.150934618347016,46.976521268157526,47.86707056898334,206000
1996-07-25,47.25483322143555,47.79751154249191,47.227001821801736,47.60548592585457,100500
1996-07-26,47.50252151489258,47.75577283553053,47.265967336894356,47.42181299683286,101000
1996-07-29,47.06281280517578,47.64445260210467,46.83739288124957,47.31049700197414,180000
1996-07-30,46.65648651123047,47.1156790713206,45.91900122052113,46.920872036649726,292500
1996-07-31,47.488609313964844,47.588796423663176,46.506221049147655,46.50900249096737,183500
1996-08-01,47.92274856567383,48.36523983205856,47.421813053504444,47.588792973052826,154500
1996-08-02,47.8976936340332,48.03406068363714,47.652790931552644,47.652790931552644,217500
1996-08-05,48.05075454711914,48.14537449518119,47.70288334411928,47.7557604464112,117000
1996-08-06,47.84204864501953,48.31237135626139,47.47748017554127,48.1453914215269,289500
1996-08-07,48.63239669799805,48.70197094220119,48.20103553464358,48.20382122215562,130000
1996-08-08,48.167625427246094,49.25854870827052,48.047955558376174,49.03312891056673,59500
1996-08-09,47.99788284301758,48.201038459404955,47.8698643574669,47.8698643574669,39500
1996-08-12,47.63888931274414,47.8670949432239,47.03498519425852,47.8670949432239,128500
1996-08-13,46.901390075683594,47.31048697928125,46.47559603258805,47.31048697928125,101500
1996-08-14,46.97097396850586,47.421813813445205,46.920882539724076,47.14351677405532,51500
1996-08-15,46.97097396850586,46.97097396850586,46.97097396850586,46.97097396850586,0
1996-08-16,46.492271423339844,47.032167995744416,46.39208438674442,46.64255410146944,57500
1996-08-19,45.643489837646484,46.461683704187884,45.36241139393662,46.461683704187884,134500
1996-08-20,45.89396667480469,46.18339373293267,45.473735419433325,45.86335383001919,172000
1996-08-21,46.88191604614258,47.310491571933284,46.372632009644136,46.753897553439955,94000
1996-08-22,46.70658874511719,47.14351285244657,46.5869188199668,47.137949969584106,48000
1996-08-23,47.051673889160156,47.08784961006609,46.701016965867694,46.75389407312449,91000
1996-08-26,46.80121612548828,47.087861757906225,46.77060327899335,46.97375894401819,63000
1996-08-27,46.701019287109375,46.976534848179895,46.47559939463133,46.92087629700234,111000
1996-08-28,47.27431869506836,47.310498670571114,46.86800737863001,47.12960728600933,182000
1996-08-29,47.24647903442383,47.58878312755645,47.03497061389077,47.310486150202316,145500
1996-08-30,46.93478775024414,47.97840150911238,46.75389639729708,47.97840150911238,400500
1996-09-02,46.02754592895508,46.91531414001473,45.752030338685486,46.837391310812855,188500
1996-09-03,44.98392105102539,46.30861306975436,44.597088441269,46.25295452629887,370000
1996-09-04,45.982994079589844,46.25294240339382,44.52750252966404,44.53028396984167,237500
1996-09-05,46.51179504394531,46.70103503104097,45.98859514424864,45.98859514424864,278500
1996-09-06,46.35871505737305,46.41994073747116,46.074850926597755,46.322535088276375,152000
1996-09-09,45.66019058227539,46.19730175107315,45.646274883055334,46.19730175107315,69000
1996-09-10,45.184295654296875,45.72140676137559,44.91712869798732,45.45146261060643,139500
1996-09-11,45.6212272644043,45.919007106372,44.694501948792244,45.57113584041464,196000
1996-09-12,45.72697830200195,45.86334535748672,45.33457852218925,45.47372701887672,431000
1996-09-13,45.64070510864258,45.941266359178925,45.579479432803225,45.64070510864257,103500
1996-09-16,45.6490592956543,45.74924639149475,45.3624137082588,45.640710724873884,150000
1996-09-17,46.244606018066406,46.47559300786208,45.660184941301445,45.74923776165267,225500
1996-09-18,46.37818145751953,46.53124561756059,45.64069629524096,46.197290152499995,448000
1996-09-19,46.2279167175293,46.41715664690768,45.80768975919174,46.41715664690768,320000
1996-09-20,46.18619155883789,46.41717442981364,46.0303416057607,46.0303416057607,117000
1996-09-23,46.147216796875,46.19730822531697,45.91901118781506,45.91901118781506,304000
1996-09-24,46.0330924987793,46.16945526574083,45.98299684725198,46.15554381754184,246000
1996-09-25,46.18339538574219,46.36429101921248,45.980239724791176,46.36150533092035,248500
1996-09-26,45.5126953125,46.111036486648395,45.13977830412286,46.111036486648395,312000
1996-09-27,45.754817962646484,46.19452780116171,45.11751535470333,45.30954099424536,491500
1996-09-30,45.83552169799805,45.94684306202755,45.36798470850163,45.532178943159835,775500
1996-10-01,45.61008071899414,45.752010615324956,45.543287931411115,45.66852493893852,136500
1996-10-02,45.61008071899414,45.61008071899414,45.61008071899414,45.61008071899414,0
1996-10-03,45.39580154418945,45.71027848717408,45.312315848242086,45.640704242901364,225500
1996-10-04,44.47185516357422,45.362404588407536,43.17777174859684,45.362404588407536,857500
1996-10-07,42.871646881103516,44.36053304642993,42.295570144413105,44.24921596272359,1212500
1996-10-08,44.043296813964844,44.972812340444236,42.05347427932994,42.3568170943316,1139500
1996-10-09,43.211177825927734,43.69263046303599,42.65179811945291,43.69263046303599,236500
1996-10-10,44.05720901489258,44.1657447036703,43.247363512063835,43.247363512063835,213000
1996-10-11,44.232521057128906,45.084109105236294,44.05441116632524,44.24921819588007,158000
1996-10-14,43.87907409667969,44.251990943780676,43.69539711354973,44.251990943780676,103500
1996-10-15,44.75572204589844,44.95609196332675,43.74828409780877,43.74828409780877,346000
1996-10-16,44.19634246826172,44.44681229675196,44.193561027208176,44.24921957360327,74000
1996-10-17,44.32992172241211,44.416197348670934,43.97092050571934,44.24921747094541,216500
1996-10-18,44.73624801635742,44.91713938906189,44.082248290778395,44.082248290778395,125500
1996-10-21,44.73624801635742,44.73624801635742,44.73624801635742,44.73624801635742,0
1996-10-22,45.618431091308594,46.08597212993806,45.084101508927816,46.08597212993806,172000
1996-10-23,45.94683837890625,46.475601003105915,45.54609000219789,46.141645438007416,342500
1996-10-24,45.74089813232422,45.91900805431223,45.55722108095285,45.8605638119757,149000
1996-10-25,45.43755340576172,45.874477497467744,45.1425592585318,45.1425592585318,214500
1996-10-28,45.056278228759766,45.640703570632176,44.836425488545274,45.640703570632176,57000
1996-10-29,44.77241134643555,45.134193957360615,44.137894687324255,45.12584538919921,350000
1996-10-30,44.77241134643555,44.77241134643555,44.77241134643555,44.77241134643555,0
1996-10-31,44.24365234375,44.80581342794589,43.27518004997258,43.55347702778591,585000
1996-11-01,43.97928237915039,44.07112091503407,43.66480535444044,43.80395387914736,53000
1996-11-04,43.55347442626953,43.76497858804323,43.48111874509094,43.692622906864635,35000
1996-11-05,43.56459045410156,43.74826740868943,42.30390596424775,42.30390596424775,77000
1996-11-06,43.286319732666016,43.37259538210475,42.69911280841355,42.91340271822439,91000
1996-11-07,43.57573318481445,43.69261738416335,43.24734060395167,43.52563752996545,54500
1996-11-08,43.81508255004883,44.17965095884004,43.69263118449062,43.80394829146603,30000
1996-11-11,44.341068267822266,44.41342397010297,43.85961557356328,43.85961557356328,61500
1996-11-12,44.341068267822266,44.341068267822266,44.341068267822266,44.341068267822266,0
1996-11-13,44.49134826660156,44.62771535057457,44.09616696302942,44.238101177045976,57500
1996-11-14,45.064640045166016,45.08412287731039,44.24923171291576,44.39394737042412,623500
1996-11-15,44.85034942626953,45.084117907375855,44.75016232772745,44.775208040744076,195000
1996-11-18,45.08967590332031,45.22325725882577,44.736237565269185,44.8085932481524,94500
1996-11-19,45.35407257080078,45.75203533147638,44.89488411671722,44.917144144796325,225000
1996-11-20,45.1397705078125,45.192647614855474,44.8614735204074,45.08411195962649,228000
1996-11-21,45.18986511230469,45.47372497532864,44.87538816505127,45.47372497532864,153500
1996-11-22,44.875404357910156,45.10082431431831,44.22419020684739,45.09804287223694,704500
1996-11-25,44.37166213989258,44.527507737538116,43.138804561242985,44.527507737538116,296500
1996-11-26,44.410640716552734,44.97280190818588,44.19356937209081,44.96166764891949,227000
1996-11-27,43.225093841552734,43.275185265287966,42.41246283150557,43.13881820099418,211000
1996-11-28,43.52009582519531,43.63698008141851,42.99689599083575,43.41434158297979,107500
1996-11-29,44.33829116821289,44.48578827538689,43.35868429418031,43.47000142343289,307500
1996-12-02,44.168514251708984,44.52751547679171,43.88186446407034,44.48577262962214,162500
1996-12-03,43.84847640991211,44.249224785518905,43.19169529355105,44.02658632724008,272000
1996-12-04,42.47924041748047,43.205595526627654,41.65826537754142,42.579427475517114,497500
1996-12-05,42.710243225097656,43.27518582574139,41.52191378222012,42.02284925843697,389000
1996-12-06,43.32805633544922,43.52564480793248,42.857733772406974,43.1221150470327,247500
1996-12-09,43.9681396484375,44.46907079531411,43.52564424053353,43.74271553657333,332500
1996-12-10,43.325279235839844,44.47186587761524,41.93936122684905,44.47186587761524,1777500
1996-12-11,44.24644470214844,44.80582018315729,42.18982989589856,42.91339959941827,2016000
1996-12-12,43.503395080566406,44.583184701944184,43.191699509957935,44.24922910516265,1548000
1996-12-13,43.64531707763672,43.85960694711524,42.75198187893538,43.30857585417048,1503500
1996-12-16,43.720458984375,44.46907432312054,43.19169215359376,43.19169215359376,803500
1996-12-17,44.513587951660156,44.80301910338339,43.31691044188336,43.581295891959485,1208500
1996-12-18,44.63604736328125,45.50155104226216,44.304873315403185,44.310440443381445,622000
1996-12-19,44.744590759277344,44.91713353824194,44.391152384695665,44.54700226978081,332500
1996-12-20,45.43477249145508,45.640713826476556,44.861481277704975,45.13977831323227,519500
1996-12-23,44.98392105102539,45.612870660374185,44.75293406153421,45.367972219875135,349000
1996-12-24,44.86425018310547,45.084102890480786,44.63882610161476,45.05070861758179,300000
1996-12-25,44.86425018310547,44.86425018310547,44.86425018310547,44.86425018310547,0
1996-12-26,45.056278228759766,45.362406597640515,44.8058126516572,45.07854249617608,109500
1996-12-27,45.056278228759766,45.05627822875977,45.05627822875977,45.05627822875977,0
1996-12-30,45.056278228759766,45.05627822875977,45.05627822875977,45.05627822875977,0
1996-12-31,44.06554412841797,45.41528622088018,43.695408624232705,45.41528622088018,518500
1997-01-01,45.37910461425781,45.47372456775106,44.80024638966253,44.80303207719021,208500
1997-01-02,45.07577896118164,45.69638026846916,44.9449789921983,45.69638026846916,146000
1997-01-03,45.067413330078125,45.136987574629565,44.727890676949094,44.75293638583364,232000
1997-01-06,44.80580520629883,45.306740523738604,44.69448813418959,45.189856324081674,122500
1997-01-07,45.32065963745117,45.44589241463764,44.805808585549194,44.805808585549194,246500
1997-01-08,46.59806442260742,46.753910110205204,45.640721774247936,45.640721774247936,735000
1997-01-09,48.3123664855957,48.60457497220751,46.367068701903804,46.367068701903804,1107500
1997-01-10,49.8819580078125,50.09346220840573,48.3123630284748,48.3123630284748,1195000
1997-01-13,49.09437942504883,49.4645149795771,48.81329671076255,49.09159373704164,302000
1997-01-14,48.85502624511719,49.53685286503208,48.14536823399186,49.25855593882404,430500
1997-01-15,49.99605178833008,50.28826447264465,48.85503669471008,48.85503669471008,456500
1997-01-16,48.835548400878906,50.594387192139244,47.647223462279264,50.14911036621967,377000
1997-01-17,49.069339752197266,49.2585797150539,48.14539147290579,48.31237140781846,470000
1997-01-20,48.354122161865234,49.25023918279895,48.28454788537334,49.09160779408856,122000
1997-01-21,48.55726623535156,48.765989014857944,47.922749325370226,48.00623928646794,340500
1997-01-22,49.03871154785156,49.369881379135684,48.924608769611545,48.924608769611545,138500
1997-01-23,49.03871154785156,49.03871154785156,49.03871154785156,49.03871154785156,0
1997-01-24,49.22515869140625,49.31421149424399,48.93016464689087,49.202894429078356,151000
1997-01-27,49.689910888671875,49.815143640708555,49.36986691516307,49.36986691516307,159000
1997-01-28,49.34482955932617,49.81515206552596,49.147241110723144,49.31421672618671,184500
1997-01-29,49.46451187133789,49.842995973153386,49.25857055610103,49.81516457368409,256500
1997-01-30,49.765079498291016,49.982150853119336,49.1194283172292,49.28640824239371,204500
1997-01-31,49.436676025390625,49.59252165686062,48.98026914188209,49.2613475667494,335000
1997-02-03,49.392147064208984,49.481204136554766,49.130547222286914,49.436675600381875,231000
1997-02-04,49.450592041015625,49.87081896045833,49.20290789373913,49.25856644155323,512000
1997-02-05,49.47842025756836,50.204775575348535,49.314226051713376,50.037799928309184,412000
1997-02-06,49.0108757019043,49.648173844632566,48.98026286775298,49.25855981586521,567500
1997-02-07,49.609230041503906,49.86248137328528,49.45338437470797,49.86248137328528,55000
1997-02-10,49.52294158935547,49.759495696334426,49.425540204374016,49.425540204374016,174000
1997-02-11,50.224273681640625,50.427429358253676,49.43112531587836,49.64819669559672,209000
1997-02-12,50.850433349609375,51.039673290541025,50.17695505071482,50.20478220565884,488500
1997-02-13,50.697357177734375,50.872685623080464,50.37175024100209,50.65004720365956,322500
1997-02-14,50.63334655761719,50.7613607735454,50.47750094876144,50.65004369478397,216500
1997-02-17,50.647274017333984,50.817035362081995,50.5443012367653,50.5443012367653,259000
1997-02-18,49.898651123046875,50.636136447465454,49.817942617974616,50.608309296369036,165000
1997-02-19,50.10737609863281,50.149118950375396,49.53686639479101,50.06562900041497,97000
1997-02-20,49.38937759399414,49.92648885991036,49.38102902224759,49.79568890724637,49000
1997-02-21,48.04240417480469,49.52572743829997,47.92273427729746,49.31421903707075,156000
1997-02-24,47.25761413574219,47.75576815689404,47.19917414222849,47.70010535824722,142500
1997-02-25,48.48768997192383,48.81329698492206,46.92088059277599,46.97653914904929,184000
1997-02-26,48.03406524658203,48.31236225439195,47.77246537980466,47.867085343305945,74500
1997-02-27,50.09625244140625,50.42742662356153,48.14539157176721,48.14539157176721,480500
1997-02-28,52.54245376586914,53.4330029660079,50.204757338222166,52.93206771390686,303500
1997-03-03,56.49428939819336,57.93030289663151,55.04714588851988,55.65939842186538,738000
1997-03-04,57.21229934692383,57.88577759591463,56.215995549878635,57.05088657289664,600000
1997-03-05,58.04439926147461,60.05648510282799,57.66312953685916,58.665000296212305,490500
1997-03-06,57.37649917602539,58.331060213904266,56.772595119866644,57.88578325947187,1276500
1997-03-07,57.37649917602539,57.37649917602539,57.37649917602539,57.37649917602539,0
1997-03-10,55.06383514404297,56.995216672164,54.71318251292605,56.995216672164,3013500
1997-03-11,55.62599563598633,55.88202832000027,54.54620211283992,54.54620211283992,473500
1997-03-12,56.15199279785156,58.1640791309274,55.65940586691617,57.05089101358907,198500
1997-03-13,55.93212127685547,56.43305664918035,55.395010187692236,56.32730244655772,1239000
1997-03-14,55.80132293701172,56.1992898052255,55.39501174603857,55.495198823321964,132500
1997-03-17,55.239166259765625,55.801323073111895,54.935819339781105,55.659393149312045,100000
1997-03-18,54.025787353515625,55.367176421783206,53.4886720408846,54.93581530724495,378000
1997-03-19,54.65755081176758,55.38112499776635,54.15661940997434,55.10282788722481,125000
1997-03-20,55.78184509277344,56.049007804733634,54.26790890341653,54.52950873346383,222000
1997-03-21,55.8096809387207,57.3291844932532,55.16403407880856,56.27165499796607,341000
1997-03-24,55.8096809387207,55.80968093872071,55.80968093872071,55.80968093872071,0
1997-03-25,55.72898864746094,56.54718271827561,55.47573729287996,56.49430559517888,314500
1997-03-26,55.93492126464844,56.160341178207474,55.4979928917693,56.160341178207474,168500
1997-03-27,55.492408752441406,55.645472920432695,55.32543313447537,55.36160884947378,102500
1997-03-28,55.492408752441406,55.492408752441406,55.492408752441406,55.492408752441406,0
1997-03-31,51.983097076416016,52.71780101927419,50.65005625550332,52.71780101927419,125000
1997-04-01,53.0099983215332,53.08513968204874,51.818887794466505,52.04152618895473,224500
1997-04-02,55.659385681152344,55.659385681152344,53.71408862286538,54.212242502737205,585000
1997-04-03,56.257720947265625,57.05086887163158,55.659384265006416,55.659384265006416,388000
